user_id,tweet,label
66378098,"[HARI PEREMPUAN INTERNASIONAL]

Hari Perempuan Internasional pertama kali dirayakan pada tanggal 28-02-1909 dan pada tahun 1977 diresmikan sebagai perayaan tahunan untuk memperjuangkan hak perempuan.

#HARIPEREMPUANINTERNASIONAL
#HUBUNGANLUAR
#NIRWASITA
#HIMASIKAITS
#ITSSURABAYA https://t.co/1YO0170GY4",0
66378098,Selamat Hari kartini @HimkaITS @hmtc_its @HIMATIKA_ITS @ITS_Surabaya @HimaseatransITS @HIMABITS @himatekkits https://t.co/YidbGCU6pP,0
66378098,"Malam refleksi kebangsaan, 10 nopember 2015 oleh comdev Himasika ITS https://t.co/qkyvf3TqWH",0
66378098,Selamat datang semester baru semoga di beri kelancaran dan kesuksesan buat kita semua #EkspansiKarya @ITS_Surabaya http://t.co/Fjvwv4xdN5,0
66378098,Fisika dipenuhi warna hijau siap untuk outbond. Yeay!! @ITS_Surabaya http://t.co/mRcOK0fEEC,0
66378098,Persiapan hari pertama OKKBK Fisika ITS 2015. Semangat adek2 serap ilmu sebanyak-banyaknya @ITS_Surabaya http://t.co/IuabQfO1DV,0
66378098,Semangat UTS untuk jurusan fisika... Persiapkan sebaik-baiknya... @BEM_ITS @ITS_Surabaya https://t.co/bZqU2jQ6fs,0
66378098,Materi pertama pengenalan laboratorium elektronika dan bidang minat instrumentasi oleh pak endarko @ITS_Surabaya http://t.co/RKDwZ8FtnI,0
66378098,World Food Day. Dont waste your food ! Give each other for better world.. @BEM_ITS @ITS_Surabaya https://t.co/A2g2KrCncV,0
66378098,Theory Theory Theory... Now Physics Theory with pak Bintoro @ITS_Surabaya http://t.co/csX58slpNg,0
66378098,"Simulasi presentasi PKM yang telah dibuat oleh Mahasiswa Fisika 2015
#PKTI2015
#RnTHimasikaITS
#ITSNet http://t.co/BdMdvsWtIv",0
66378098,"Selamat Hari Natal. Enjoy your holiday
@HIMABITS @himatekkits @hmtc_its @HIMATEKTRO_ITS @ITS_Surabaya @HMM_ITS https://t.co/0yhZNEvJwB",0
66378098,4th physics summit dengan agenda praktikum. #salamsejutailmu @PhysicsSummit https://t.co/lMuYhEdjJl,0
66378098,"[Sharing and briefing]
Materi pertama oleh Bapak Mashuri dosen fisika material mantan KaHimasika ITS tahun 1991 https://t.co/v6nvWJR9uC",0
66378098,"[ KESMA REMINDER ]

Halo sobat fisika!
Minggu ke-3 perkuliahan sudah didepan mata nih, Semangat untuk sobat Fisika yang sedang berjuang mendekati cita-citanya. Jangan lupa jaga kesehatan ya
Semangat !!

#ReminderKesma
#KESMAHIMASIKA
#NIRWASITA
#HIMASIKAITS
#ITSSURABAYA https://t.co/rHToVghbVb",0
66378098,"Temu Alumni Akbar 2016. Mulai dari angkatan 1983-2011 sudah dateng !!!
#EkspansiKarya 
#PRD 
#FisikaTempoeDoloe https://t.co/Qx1drY6izv",0
66378098,Selamat hari listrik national. Hamatlah energi sebaik mungkin.. @BEM_ITS @ITS_Surabaya https://t.co/GJjmAbWqvT,0
66378098,Sungguh luar biasa show off dari Fisika!! Kolaborasi modern dan tradisional di balut sempurna. @its_net https://t.co/6hyyij0u9a,0
66378098,Selamat pagi kawan :) sudah siap mengawali hari dengan FRS online?,0
66378098,Selamat hari batik nasional. #BanggaPakaiBatik @ITS_Surabaya @HIMADATA_ITS @HIMATEKTRO_ITS @HimkaITS @hmtc_its http://t.co/8AxiqNkDep,0
66378098,Hey hey hey. Morning!!! Materi selanjutnya dari IO :D @ITS_Surabaya http://t.co/sA3mmt8hbT,0
66378098,Roadshow LKMM-TM fisika. Alumni LKMM-TD yukk segera merapat https://t.co/RdnIWs31Ey,0
66378098,Sebelum melanjutkan materi isi energi dulu #OKKBK2015 @ITS_Surabaya http://t.co/0KdAPNCHJR,0
66378098,"[HARI RAYA NYEPI]

Kami segenap pengurus Himasika ITS mengucapkan Selamat Hari Raya Nyepi bagi yang merayakan. Semoga kedamaian selalu menyertai dimanapun kita berada.

#HARIRAYANYEPI
#HUBUNGANLUAR
#NIRWASITA
#HIMASIKAITS
#ITSSURABAYA https://t.co/vp9gOk2BCP",0
66378098,"[PHYSICSDAY]

Ayo Masyarakat Fisika berdiri dan bersuaralah untuk mendukung futsal fisika.

📆 : Senin, 18 Maret 2019
⏰ : 19.30
🏠 : Gor Pertamina ITS
👕 : Blackwolf/Hitam (Kerudung Hitam)
💵 : 5k

#REPOST
#DAGRI
#NIRWASITA
#HIMASIKAITS
#ITSSurabaya https://t.co/v4dCu5x8g2",1
66378098,"[ TOEFL TEST HIMASIKA ITS ] 

✅ Training TOEFL
📆 Sabtu, 13 April 2019
⏱ 08.30 - selesai
📍 J103

✅ TOEFL TEST
📆 Senin, 15 April 2018
⏱ 18.30 - selesai
📍 UPT Bahasa ITS

💸 Fee 60k
LIMITED SEAT !!!

#TOEFLHIMASIKA
#KESMA
#NIRWASITA
#HIMASIKAITS
#ITSSURABAYA https://t.co/OacrjAeH4Q",1
