tweet,user_id
"SURABAYA ENVIRONMENTAL TALKSHOW by ENVIRONATION 2019 | 23 November 2019 | Empire Palace, Surabaya | HTM: Rp 60,000 | OA Line: @gin3465e

Divisi Komunikasi dan Informatika
BEM ITS Kolaborapi 2019

#ENVIRONATION2019 https://t.co/rliRSOfoZS",75362544
"Sebuah Persembahan untuk Sepuluh Nopember! 

Tonton di Youtube kami:
https://t.co/eljRQ8A3G2 https://t.co/ljrK1roXEs",75362544
"Untuk informasi lebih lanjut, kunjungi:
Line@: @lvq7957i
IG: @its_manifest

Contact Person:
Lulu - 0895634510468
Fandya Rasmita - 081232120689

Divisi Komunikasi dan Informatika
BEM ITS Kolaborapi 2019

#MANIFEST2019
#Kominfo
#Kolaborapi
#BEMITS
#ITSSurabaya",75362544
"CLOSING MANIFEST 2019

Halo KM ITS!

Datang dan ramaikan closing MANIFEST 2019 pada 22 November 2019.

Guest stars:
- REALITY CLUB
- PAMUNGKAS
- FEEL KOPLO

Harga tiket masuk:
Presale 3: 80.000
On the spot: 100.000 https://t.co/DMnJcSj9YY",75362544
"Go grabs yours!
Presale 2 tickets only 60.000 or purchase the tickets via kiostix. On the spot: 65.000.

Contact Person:
Dea (087788997802)
Rahma (08563439910)
Asmaul (085770519393)",75362544
"PARADIGM ISE 2019

ISE 2019 Proudly Present:

PARADIGM 2019
""Performance Of Art And Digital Movement""

With our Guest Stars:
ELEPHANT KIND
JAZ

Will be held on:
Date: 3rd November 2019
Place: Gedung Robotika ITS
Open Gate: 17.00
Close Gate: 20.00 https://t.co/pP8RPhUoDZ",75362544
"Dengan komitmen global, mari kita bersama menjunjung tinggi toleransi dan perdamaian menuju masa depan yang lebih baik!

Selamat Hari Perserikatan Bangsa-Bangsa! Tulis harapan kamu tentang perdamaian dunia di kolom komentar! https://t.co/Dy3mrtht3x",75362544
"Perserikatan Bangsa-Bangsa berulangtahun ke 74 pada Senin, 24-10-19. Hari PBB dirayakan untuk memberitahukan kepada masyarakat mengenai tujuan dan pencapaian Perserikatan Bangsa-Bangsa. https://t.co/BEtZWcyMLF",75362544
"Tiket bisa di beli https://t.co/Mlxw4rxZMD, go-tix atau di stand Schematics REEVA!

https://t.co/eDwgUIrn1l
Line | Ig : @schematics.its
Twitter | Ask : @schematics_its
Facebook : /schematicshmtc
Youtube : /schematicsits",75362544
"SCHEMATICS REEVA

Halo KM ITS! 

Konser musik dengan guest star yang keren ditambah exponya yang membuat semakin menarik!

Save the date! 
Grab the ticket! https://t.co/lQ3xnuLNJg",75362544
"Line | Ig : @schematics.its
Twitter | Ask : @schematics_its
Facebook : /schematicshmtc
Youtube : /schematicsits

Divisi Komunikasi dan Informatika
BEM ITS Kolaborapi 2019

#SchematicsNST
#Kominfo
#Kolaborapi
#BEMITS
#ITSSurabaya",75362544
"Jadilah bagian dari revolusi dengan membeli tiket dan hadir di Schematics NST 2019!
Pastikan kamu mencatat tanggal dan tempatnya, ya!

Tiket bisa dibeli di https://t.co/ouCvuv0G8t
https://t.co/eDwgUIIXST",75362544
"Kamu bisa mendapatkan total SKEM 400 jika kamu ikut seminar dan exclusive coursenya. Selain itu, kamu juga akan mendapatkan ilmu dari pembicara kami yang sangat kompeten.",75362544
"SCHEMATICS NATIONAL SEMINAR OF TECHNOLOGY (NST)

Halo KM ITS!

Kami kembali hadir untuk membantu kamu agar dapat bersaing di era Revolusi Industri 4.0 yang semakin menakutkan ini. https://t.co/qQEwCzjdZ7",75362544
"Narahubung:
Nike Besta - (0822-2895-8301)
Email: nikebesta@itsteknosains.co.id / training@its.ac.id
Instagram: Tekno Sains Academy

Divisi Komunikasi dan Informatika
BEM ITS Kolaborapi 2019

#TrainingSertifikasi
#Kominfo
#Kolaborapi
#BEMITS
#ITSSurabaya https://t.co/nIY9kDh44g",75362544
"Untuk jadwal pelatihan dan informasi lebih lanjut silakan cek poster ya!

Link pendaftaran: https://t.co/dBwuUcMgX7 https://t.co/CLSX73Fpwa",75362544
"Halo KM ITS!

Ada info menarik untuk kalian yang tertarik mengikuti pelatihan dan sertifikasi yang akan diadakan oleh Tekno Sains Academy. https://t.co/SKXkILEOO7",75362544
